County,Year,Month,Date,Registrations,Total_Registrations
Meath,2015,Feb,2015-02-01,2,28
Meath,2015,Mar,2015-03-01,5,33
Meath,2015,Apr,2015-04-01,1,34
Meath,2015,May,2015-05-01,0,34
Meath,2015,Jun,2015-06-01,0,34
Meath,2015,Jul,2015-07-01,4,38
Meath,2015,Aug,2015-08-01,4,42
Meath,2015,Sep,2015-09-01,1,43
Meath,2015,Oct,2015-10-01,1,44
Meath,2015,Nov,2015-11-01,0,44
Meath,2015,Dec,2015-12-01,0,44
Meath,2016,Jan,2016-01-01,1,45
Meath,2016,Feb,2016-02-01,9,54
Meath,2016,Mar,2016-03-01,5,59
Meath,2016,Apr,2016-04-01,1,60
Meath,2016,May,2016-05-01,0,60
Meath,2016,Jun,2016-06-01,0,60
Meath,2016,Jul,2016-07-01,4,64
Meath,2016,Aug,2016-08-01,2,66
Meath,2016,Sep,2016-09-01,2,68
Meath,2016,Oct,2016-10-01,2,70
Meath,2016,Nov,2016-11-01,0,70
Meath,2016,Dec,2016-12-01,0,70
Meath,2017,Jan,2017-01-01,9,79
Meath,2017,Feb,2017-02-01,3,82
Meath,2017,Mar,2017-03-01,3,85
Meath,2017,Apr,2017-04-01,2,87
Meath,2017,May,2017-05-01,0,87
Meath,2017,Jun,2017-06-01,0,87
Meath,2017,Jul,2017-07-01,8,95
Meath,2017,Aug,2017-08-01,1,96
Meath,2017,Sep,2017-09-01,3,99
Meath,2017,Oct,2017-10-01,2,101
Meath,2017,Nov,2017-11-01,0,101
Meath,2017,Dec,2017-12-01,0,101
Meath,2018,Jan,2018-01-01,1,102
Meath,2018,Feb,2018-02-01,2,104
Meath,2018,Mar,2018-03-01,5,109
Meath,2018,Apr,2018-04-01,11,120
Meath,2018,May,2018-05-01,6,126
Meath,2018,Jun,2018-06-01,2,128
Meath,2018,Jul,2018-07-01,20,148
Meath,2018,Aug,2018-08-01,4,152
Meath,2018,Sep,2018-09-01,6,158
Meath,2018,Oct,2018-10-01,3,161
Meath,2018,Nov,2018-11-01,0,161
Meath,2018,Dec,2018-12-01,0,161
Meath,2019,Jan,2019-01-01,42,203
Meath,2019,Feb,2019-02-01,17,220
Meath,2019,Mar,2019-03-01,14,234
Meath,2019,Apr,2019-04-01,10,244
Meath,2019,May,2019-05-01,14,258
Meath,2019,Jun,2019-06-01,4,262
Meath,2019,Jul,2019-07-01,48,310
Meath,2019,Aug,2019-08-01,11,321
Meath,2019,Sep,2019-09-01,8,329
Meath,2019,Oct,2019-10-01,7,336
Meath,2019,Nov,2019-11-01,7,343
Meath,2019,Dec,2019-12-01,0,343
Meath,2020,Jan,2020-01-01,66,409
Meath,2020,Feb,2020-02-01,30,439
Meath,2020,Mar,2020-03-01,25,464
Meath,2020,Apr,2020-04-01,1,465
Meath,2020,May,2020-05-01,8,473
Meath,2020,Jun,2020-06-01,2,475
Meath,2020,Jul,2020-07-01,54,529
Meath,2020,Aug,2020-08-01,20,549
Meath,2020,Sep,2020-09-01,21,570
Meath,2020,Oct,2020-10-01,15,585
Meath,2020,Nov,2020-11-01,3,588
Meath,2020,Dec,2020-12-01,2,590
Meath,2021,Jan,2021-01-01,51,641
Meath,2021,Feb,2021-02-01,57,698
Meath,2021,Mar,2021-03-01,69,767
Meath,2021,Apr,2021-04-01,46,813
Meath,2021,May,2021-05-01,46,859
Meath,2021,Jun,2021-06-01,18,877
Meath,2021,Jul,2021-07-01,159,1036
Meath,2021,Aug,2021-08-01,36,1072
Meath,2021,Sep,2021-09-01,44,1116
Meath,2021,Oct,2021-10-01,23,1139
Meath,2021,Nov,2021-11-01,17,1156
Meath,2021,Dec,2021-12-01,4,1160
Meath,2022,Jan,2022-01-01,208,1368
Meath,2022,Feb,2022-02-01,113,1481
Meath,2022,Mar,2022-03-01,109,1590
Meath,2022,Apr,2022-04-01,63,1653
Meath,2022,May,2022-05-01,51,1704
Meath,2022,Jun,2022-06-01,9,1713
Meath,2022,Jul,2022-07-01,174,1887
Meath,2022,Aug,2022-08-01,75,1962
Meath,2022,Sep,2022-09-01,98,2060
Meath,2022,Oct,2022-10-01,36,2096
Meath,2022,Nov,2022-11-01,18,2114
Meath,2022,Dec,2022-12-01,5,2119
Meath,2023,Jan,2023-01-01,233,2352
Meath,2023,Feb,2023-02-01,131,2483
Meath,2023,Mar,2023-03-01,178,2661
Meath,2023,Apr,2023-04-01,94,2755
Meath,2023,May,2023-05-01,92,2847
Meath,2023,Jun,2023-06-01,77,2924
Meath,2023,Jul,2023-07-01,264,3188
Meath,2023,Aug,2023-08-01,121,3309
Meath,2023,Sep,2023-09-01,84,3393
Meath,2023,Oct,2023-10-01,31,3424
Meath,2023,Nov,2023-11-01,12,3436
Meath,2023,Dec,2023-12-01,12,3448
Meath,2024,Jan,2024-01-01,283,3731
Meath,2024,Feb,2024-02-01,125,3856
Meath,2024,Mar,2024-03-01,108,3964
Meath,2024,Apr,2024-04-01,58,4022
Meath,2024,May,2024-05-01,59,4081
Meath,2024,Jun,2024-06-01,36,4117
Meath,2024,Jul,2024-07-01,225,4342
Meath,2024,Aug,2024-08-01,,
Meath,2024,Sep,2024-09-01,,
Meath,2024,Oct,2024-10-01,,
Meath,2024,Nov,2024-11-01,,
Meath,2024,Dec,2024-12-01,,
Laois,2014,Jan,2014-01-01,0,0
Laois,2014,Feb,2014-02-01,0,0
Laois,2014,Mar,2014-03-01,1,1
Laois,2014,Apr,2014-04-01,0,1
Laois,2014,May,2014-05-01,0,1
Laois,2014,Jun,2014-06-01,0,1
Laois,2014,Jul,2014-07-01,0,1
Laois,2014,Aug,2014-08-01,0,1
Laois,2014,Sep,2014-09-01,0,1
Laois,2014,Oct,2014-10-01,0,1
Laois,2014,Nov,2014-11-01,0,1
Laois,2014,Dec,2014-12-01,0,1
Laois,2015,Jan,2015-01-01,2,3
Laois,2015,Feb,2015-02-01,0,3
Laois,2015,Mar,2015-03-01,1,4
Laois,2015,Apr,2015-04-01,2,6
Laois,2015,May,2015-05-01,0,6
Laois,2015,Jun,2015-06-01,0,6
Laois,2015,Jul,2015-07-01,0,6
Laois,2015,Aug,2015-08-01,0,6
Laois,2015,Sep,2015-09-01,0,6
Laois,2015,Oct,2015-10-01,0,6
Laois,2015,Nov,2015-11-01,0,6
Laois,2015,Dec,2015-12-01,0,6
Laois,2016,Jan,2016-01-01,1,7
Laois,2016,Feb,2016-02-01,4,11
Laois,2016,Mar,2016-03-01,0,11
Laois,2016,Apr,2016-04-01,0,11
Laois,2016,May,2016-05-01,0,11
Laois,2016,Jun,2016-06-01,0,11
Laois,2016,Jul,2016-07-01,2,13
Laois,2016,Aug,2016-08-01,0,13
Laois,2016,Sep,2016-09-01,0,13
Laois,2016,Oct,2016-10-01,0,13
Laois,2016,Nov,2016-11-01,0,13
Laois,2016,Dec,2016-12-01,0,13
Laois,2017,Jan,2017-01-01,1,14
Laois,2017,Feb,2017-02-01,0,14
Laois,2017,Mar,2017-03-01,1,15
Laois,2017,Apr,2017-04-01,0,15
Laois,2017,May,2017-05-01,0,15
Laois,2017,Jun,2017-06-01,0,15
Laois,2017,Jul,2017-07-01,2,17
Laois,2017,Aug,2017-08-01,0,17
Laois,2017,Sep,2017-09-01,0,17
Laois,2017,Oct,2017-10-01,0,17
Laois,2017,Nov,2017-11-01,1,18
Laois,2017,Dec,2017-12-01,0,18
Laois,2018,Jan,2018-01-01,1,19
Laois,2018,Feb,2018-02-01,1,20
Laois,2018,Mar,2018-03-01,1,21
Laois,2018,Apr,2018-04-01,5,26
Laois,2018,May,2018-05-01,1,27
Laois,2018,Jun,2018-06-01,0,27
Laois,2018,Jul,2018-07-01,7,34
Laois,2018,Aug,2018-08-01,0,34
Laois,2018,Sep,2018-09-01,0,34
Laois,2018,Oct,2018-10-01,2,36
Laois,2018,Nov,2018-11-01,0,36
Laois,2018,Dec,2018-12-01,0,36
Laois,2019,Jan,2019-01-01,10,46
Laois,2019,Feb,2019-02-01,7,53
Laois,2019,Mar,2019-03-01,3,56
Laois,2019,Apr,2019-04-01,3,59
Laois,2019,May,2019-05-01,2,61
Laois,2019,Jun,2019-06-01,0,61
Laois,2019,Jul,2019-07-01,19,80
Laois,2019,Aug,2019-08-01,3,83
Laois,2019,Sep,2019-09-01,1,84
Laois,2019,Oct,2019-10-01,3,87
Laois,2019,Nov,2019-11-01,1,88
Laois,2019,Dec,2019-12-01,0,88
Laois,2020,Jan,2020-01-01,25,113
Laois,2020,Feb,2020-02-01,4,117
Laois,2020,Mar,2020-03-01,2,119
Laois,2020,Apr,2020-04-01,0,119
Laois,2020,May,2020-05-01,0,119
Laois,2020,Jun,2020-06-01,0,119
Laois,2020,Jul,2020-07-01,14,133
Laois,2020,Aug,2020-08-01,1,134
Laois,2020,Sep,2020-09-01,10,144
Laois,2020,Oct,2020-10-01,0,144
Laois,2020,Nov,2020-11-01,1,145
Laois,2020,Dec,2020-12-01,1,146
Laois,2021,Jan,2021-01-01,30,176
Laois,2021,Feb,2021-02-01,14,190
Laois,2021,Mar,2021-03-01,15,205
Laois,2021,Apr,2021-04-01,8,213
Laois,2021,May,2021-05-01,6,219
Laois,2021,Jun,2021-06-01,2,221
Laois,2021,Jul,2021-07-01,42,263
Laois,2021,Aug,2021-08-01,20,283
Laois,2021,Sep,2021-09-01,8,291
Laois,2021,Oct,2021-10-01,11,302
Laois,2021,Nov,2021-11-01,1,303
Laois,2021,Dec,2021-12-01,2,305
Laois,2022,Jan,2022-01-01,45,350
Laois,2022,Feb,2022-02-01,30,380
Laois,2022,Mar,2022-03-01,30,410
Laois,2022,Apr,2022-04-01,25,435
Laois,2022,May,2022-05-01,8,443
Laois,2022,Jun,2022-06-01,2,445
Laois,2022,Jul,2022-07-01,41,486
Laois,2022,Aug,2022-08-01,15,501
Laois,2022,Sep,2022-09-01,16,517
Laois,2022,Oct,2022-10-01,9,526
Laois,2022,Nov,2022-11-01,1,527
Laois,2022,Dec,2022-12-01,1,528
Laois,2023,Jan,2023-01-01,60,588
Laois,2023,Feb,2023-02-01,29,617
Laois,2023,Mar,2023-03-01,50,667
Laois,2023,Apr,2023-04-01,25,692
Laois,2023,May,2023-05-01,15,707
Laois,2023,Jun,2023-06-01,17,724
Laois,2023,Jul,2023-07-01,59,783
Laois,2023,Aug,2023-08-01,22,805
Laois,2023,Sep,2023-09-01,14,819
Laois,2023,Oct,2023-10-01,6,825
Laois,2023,Nov,2023-11-01,1,826
Laois,2023,Dec,2023-12-01,1,827
Laois,2024,Jan,2024-01-01,78,905
Laois,2024,Feb,2024-02-01,44,949
Laois,2024,Mar,2024-03-01,23,972
Laois,2024,Apr,2024-04-01,17,989
Laois,2024,May,2024-05-01,8,997
Laois,2024,Jun,2024-06-01,4,1001
Laois,2024,Jul,2024-07-01,42,1043
Laois,2024,Aug,2024-08-01,,
Laois,2024,Sep,2024-09-01,,
Laois,2024,Oct,2024-10-01,,
Laois,2024,Nov,2024-11-01,,
Laois,2024,Dec,2024-12-01,,
Louth,2014,Jan,2014-01-01,0,0
Louth,2014,Feb,2014-02-01,0,0
Louth,2014,Mar,2014-03-01,1,1
Louth,2014,Apr,2014-04-01,0,1
Louth,2014,May,2014-05-01,0,1
Louth,2014,Jun,2014-06-01,0,1
Louth,2014,Jul,2014-07-01,0,1
Louth,2014,Aug,2014-08-01,1,2
Louth,2014,Sep,2014-09-01,0,2
Louth,2014,Oct,2014-10-01,0,2
Louth,2014,Nov,2014-11-01,0,2
Louth,2014,Dec,2014-12-01,0,2
Louth,2015,Jan,2015-01-01,2,4
Louth,2015,Feb,2015-02-01,2,6
Louth,2015,Mar,2015-03-01,3,9
Louth,2015,Apr,2015-04-01,0,9
Louth,2015,May,2015-05-01,1,10
Louth,2015,Jun,2015-06-01,0,10
Louth,2015,Jul,2015-07-01,4,14
Louth,2015,Aug,2015-08-01,2,16
Louth,2015,Sep,2015-09-01,1,17
Louth,2015,Oct,2015-10-01,1,18
Louth,2015,Nov,2015-11-01,0,18
Louth,2015,Dec,2015-12-01,0,18
Louth,2016,Jan,2016-01-01,2,20
Louth,2016,Feb,2016-02-01,1,21
Louth,2016,Mar,2016-03-01,1,22
Louth,2016,Apr,2016-04-01,0,22
Louth,2016,May,2016-05-01,0,22
Louth,2016,Jun,2016-06-01,0,22
Louth,2016,Jul,2016-07-01,0,22
Louth,2016,Aug,2016-08-01,1,23
Louth,2016,Sep,2016-09-01,1,24
Louth,2016,Oct,2016-10-01,0,24
Louth,2016,Nov,2016-11-01,0,24
Louth,2016,Dec,2016-12-01,0,24
Louth,2017,Jan,2017-01-01,2,26
Louth,2017,Feb,2017-02-01,3,29
Louth,2017,Mar,2017-03-01,1,30
Louth,2017,Apr,2017-04-01,0,30
Louth,2017,May,2017-05-01,1,31
Louth,2017,Jun,2017-06-01,0,31
Louth,2017,Jul,2017-07-01,2,33
Louth,2017,Aug,2017-08-01,0,33
Louth,2017,Sep,2017-09-01,2,35
Louth,2017,Oct,2017-10-01,1,36
Louth,2017,Nov,2017-11-01,0,36
Louth,2017,Dec,2017-12-01,1,37
Louth,2018,Jan,2018-01-01,6,43
Louth,2018,Feb,2018-02-01,1,44
Louth,2018,Mar,2018-03-01,2,46
Louth,2018,Apr,2018-04-01,7,53
Louth,2018,May,2018-05-01,2,55
Louth,2018,Jun,2018-06-01,1,56
Louth,2018,Jul,2018-07-01,16,72
Louth,2018,Aug,2018-08-01,7,79
Louth,2018,Sep,2018-09-01,3,82
Louth,2018,Oct,2018-10-01,1,83
Louth,2018,Nov,2018-11-01,0,83
Louth,2018,Dec,2018-12-01,1,84
Louth,2019,Jan,2019-01-01,31,115
Louth,2019,Feb,2019-02-01,7,122
Louth,2019,Mar,2019-03-01,12,134
Louth,2019,Apr,2019-04-01,7,141
Louth,2019,May,2019-05-01,10,151
Louth,2019,Jun,2019-06-01,1,152
Louth,2019,Jul,2019-07-01,24,176
Louth,2019,Aug,2019-08-01,6,182
Louth,2019,Sep,2019-09-01,1,183
Louth,2019,Oct,2019-10-01,2,185
Louth,2019,Nov,2019-11-01,1,186
Louth,2019,Dec,2019-12-01,0,186
Louth,2020,Jan,2020-01-01,42,228
Louth,2020,Feb,2020-02-01,9,237
Louth,2020,Mar,2020-03-01,5,242
Louth,2020,Apr,2020-04-01,2,244
Louth,2020,May,2020-05-01,0,244
Louth,2020,Jun,2020-06-01,2,246
Louth,2020,Jul,2020-07-01,32,278
Louth,2020,Aug,2020-08-01,6,284
Louth,2020,Sep,2020-09-01,8,292
Louth,2020,Oct,2020-10-01,3,295
Louth,2020,Nov,2020-11-01,0,295
Louth,2020,Dec,2020-12-01,0,295
Louth,2021,Jan,2021-01-01,49,344
Louth,2021,Feb,2021-02-01,24,368
Louth,2021,Mar,2021-03-01,39,407
Louth,2021,Apr,2021-04-01,16,423
Louth,2021,May,2021-05-01,15,438
Louth,2021,Jun,2021-06-01,8,446
Louth,2021,Jul,2021-07-01,102,548
Louth,2021,Aug,2021-08-01,25,573
Louth,2021,Sep,2021-09-01,30,603
Louth,2021,Oct,2021-10-01,19,622
Louth,2021,Nov,2021-11-01,3,625
Louth,2021,Dec,2021-12-01,2,627
Louth,2022,Jan,2022-01-01,75,702
Louth,2022,Feb,2022-02-01,47,749
Louth,2022,Mar,2022-03-01,54,803
Louth,2022,Apr,2022-04-01,33,836
Louth,2022,May,2022-05-01,16,852
Louth,2022,Jun,2022-06-01,3,855
Louth,2022,Jul,2022-07-01,64,919
Louth,2022,Aug,2022-08-01,35,954
Louth,2022,Sep,2022-09-01,45,999
Louth,2022,Oct,2022-10-01,11,1010
Louth,2022,Nov,2022-11-01,7,1017
Louth,2022,Dec,2022-12-01,0,1017
Louth,2023,Jan,2023-01-01,115,1132
Louth,2023,Feb,2023-02-01,63,1195
Louth,2023,Mar,2023-03-01,75,1270
Louth,2023,Apr,2023-04-01,44,1314
Louth,2023,May,2023-05-01,56,1370
Louth,2023,Jun,2023-06-01,25,1395
Louth,2023,Jul,2023-07-01,135,1530
Louth,2023,Aug,2023-08-01,41,1571
Louth,2023,Sep,2023-09-01,32,1603
Louth,2023,Oct,2023-10-01,17,1620
Louth,2023,Nov,2023-11-01,7,1627
Louth,2023,Dec,2023-12-01,3,1630
Louth,2024,Jan,2024-01-01,137,1767
Louth,2024,Feb,2024-02-01,64,1831
Louth,2024,Mar,2024-03-01,54,1885
Louth,2024,Apr,2024-04-01,33,1918
Louth,2024,May,2024-05-01,32,1950
Louth,2024,Jun,2024-06-01,11,1961
Louth,2024,Jul,2024-07-01,117,2078
Louth,2024,Aug,2024-08-01,,
Louth,2024,Sep,2024-09-01,,
Louth,2024,Oct,2024-10-01,,
Louth,2024,Nov,2024-11-01,,
Louth,2024,Dec,2024-12-01,,
Longford,2014,Jan,2014-01-01,0,0
Longford,2014,Feb,2014-02-01,0,0
Longford,2014,Mar,2014-03-01,0,0
Longford,2014,Apr,2014-04-01,0,0
Longford,2014,May,2014-05-01,0,0
Longford,2014,Jun,2014-06-01,0,0
Longford,2014,Jul,2014-07-01,0,0
Longford,2014,Aug,2014-08-01,0,0
Longford,2014,Sep,2014-09-01,0,0
Longford,2014,Oct,2014-10-01,0,0
Longford,2014,Nov,2014-11-01,0,0
Longford,2014,Dec,2014-12-01,0,0
Longford,2015,Jan,2015-01-01,0,0
Longford,2015,Feb,2015-02-01,0,0
Longford,2015,Mar,2015-03-01,0,0
Longford,2015,Apr,2015-04-01,0,0
Longford,2015,May,2015-05-01,0,0
Longford,2015,Jun,2015-06-01,0,0
Longford,2015,Jul,2015-07-01,1,1
Longford,2015,Aug,2015-08-01,0,1
Longford,2015,Sep,2015-09-01,0,1
Longford,2015,Oct,2015-10-01,0,1
Longford,2015,Nov,2015-11-01,0,1
Longford,2015,Dec,2015-12-01,0,1
Longford,2016,Jan,2016-01-01,0,1
Longford,2016,Feb,2016-02-01,0,1
Longford,2016,Mar,2016-03-01,0,1
Longford,2016,Apr,2016-04-01,0,1
Longford,2016,May,2016-05-01,0,1
Longford,2016,Jun,2016-06-01,0,1
Longford,2016,Jul,2016-07-01,0,1
Longford,2016,Aug,2016-08-01,0,1
Longford,2016,Sep,2016-09-01,0,1
Longford,2016,Oct,2016-10-01,0,1
Longford,2016,Nov,2016-11-01,0,1
Longford,2016,Dec,2016-12-01,0,1
Longford,2017,Jan,2017-01-01,4,5
Longford,2017,Feb,2017-02-01,0,5
Longford,2017,Mar,2017-03-01,1,6
Longford,2017,Apr,2017-04-01,0,6
Longford,2017,May,2017-05-01,0,6
Longford,2017,Jun,2017-06-01,0,6
Longford,2017,Jul,2017-07-01,1,7
Longford,2017,Aug,2017-08-01,0,7
Longford,2017,Sep,2017-09-01,0,7
Longford,2017,Oct,2017-10-01,0,7
Longford,2017,Nov,2017-11-01,0,7
Longford,2017,Dec,2017-12-01,0,7
Longford,2018,Jan,2018-01-01,4,11
Longford,2018,Feb,2018-02-01,1,12
Longford,2018,Mar,2018-03-01,0,12
Longford,2018,Apr,2018-04-01,1,13
Longford,2018,May,2018-05-01,1,14
Longford,2018,Jun,2018-06-01,0,14
Longford,2018,Jul,2018-07-01,1,15
Longford,2018,Aug,2018-08-01,1,16
Longford,2018,Sep,2018-09-01,0,16
Longford,2018,Oct,2018-10-01,1,17
Longford,2018,Nov,2018-11-01,0,17
Longford,2018,Dec,2018-12-01,0,17
Longford,2019,Jan,2019-01-01,6,23
Longford,2019,Feb,2019-02-01,2,25
Longford,2019,Mar,2019-03-01,1,26
Longford,2019,Apr,2019-04-01,1,27
Longford,2019,May,2019-05-01,1,28
Longford,2019,Jun,2019-06-01,0,28
Longford,2019,Jul,2019-07-01,5,33
Longford,2019,Aug,2019-08-01,1,34
Longford,2019,Sep,2019-09-01,0,34
Longford,2019,Oct,2019-10-01,2,36
Longford,2019,Nov,2019-11-01,0,36
Longford,2019,Dec,2019-12-01,0,36
Longford,2020,Jan,2020-01-01,10,46
Longford,2020,Feb,2020-02-01,1,47
Longford,2020,Mar,2020-03-01,3,50
Longford,2020,Apr,2020-04-01,0,50
Longford,2020,May,2020-05-01,0,50
Longford,2020,Jun,2020-06-01,0,50
Longford,2020,Jul,2020-07-01,3,53
Longford,2020,Aug,2020-08-01,2,55
Longford,2020,Sep,2020-09-01,4,59
Longford,2020,Oct,2020-10-01,1,60
Longford,2020,Nov,2020-11-01,0,60
Longford,2020,Dec,2020-12-01,1,61
Longford,2021,Jan,2021-01-01,5,66
Longford,2021,Feb,2021-02-01,4,70
Longford,2021,Mar,2021-03-01,4,74
Longford,2021,Apr,2021-04-01,1,75
Longford,2021,May,2021-05-01,1,76
Longford,2021,Jun,2021-06-01,2,78
Longford,2021,Jul,2021-07-01,13,91
Longford,2021,Aug,2021-08-01,6,97
Longford,2021,Sep,2021-09-01,1,98
Longford,2021,Oct,2021-10-01,1,99
Longford,2021,Nov,2021-11-01,2,101
Longford,2021,Dec,2021-12-01,0,101
Longford,2022,Jan,2022-01-01,8,109
Longford,2022,Feb,2022-02-01,8,117
Longford,2022,Mar,2022-03-01,15,132
Longford,2022,Apr,2022-04-01,3,135
Longford,2022,May,2022-05-01,3,138
Longford,2022,Jun,2022-06-01,0,138
Longford,2022,Jul,2022-07-01,9,147
Longford,2022,Aug,2022-08-01,3,150
Longford,2022,Sep,2022-09-01,10,160
Longford,2022,Oct,2022-10-01,0,160
Longford,2022,Nov,2022-11-01,1,161
Longford,2022,Dec,2022-12-01,0,161
Longford,2023,Jan,2023-01-01,11,172
Longford,2023,Feb,2023-02-01,6,178
Longford,2023,Mar,2023-03-01,15,193
Longford,2023,Apr,2023-04-01,11,204
Longford,2023,May,2023-05-01,5,209
Longford,2023,Jun,2023-06-01,4,213
Longford,2023,Jul,2023-07-01,20,233
Longford,2023,Aug,2023-08-01,7,240
Longford,2023,Sep,2023-09-01,1,241
Longford,2023,Oct,2023-10-01,1,242
Longford,2023,Nov,2023-11-01,0,242
Longford,2023,Dec,2023-12-01,1,243
Longford,2024,Jan,2024-01-01,25,268
Longford,2024,Feb,2024-02-01,7,275
Longford,2024,Mar,2024-03-01,7,282
Longford,2024,Apr,2024-04-01,2,284
Longford,2024,May,2024-05-01,3,287
Longford,2024,Jun,2024-06-01,1,288
Longford,2024,Jul,2024-07-01,18,306
Longford,2024,Aug,2024-08-01,,
Longford,2024,Sep,2024-09-01,,
Longford,2024,Oct,2024-10-01,,
Longford,2024,Nov,2024-11-01,,
Longford,2024,Dec,2024-12-01,,
Kilkenny,2014,Jan,2014-01-01,1,1
Kilkenny,2014,Feb,2014-02-01,0,1
Kilkenny,2014,Mar,2014-03-01,0,1
Kilkenny,2014,Apr,2014-04-01,0,1
Kilkenny,2014,May,2014-05-01,0,1
Kilkenny,2014,Jun,2014-06-01,1,2
Kilkenny,2014,Jul,2014-07-01,1,3
Kilkenny,2014,Aug,2014-08-01,0,3
Kilkenny,2014,Sep,2014-09-01,0,3
Kilkenny,2014,Oct,2014-10-01,0,3
Kilkenny,2014,Nov,2014-11-01,0,3
Kilkenny,2014,Dec,2014-12-01,0,3
Kilkenny,2015,Jan,2015-01-01,1,4
Kilkenny,2015,Feb,2015-02-01,2,6
Kilkenny,2015,Mar,2015-03-01,1,7
Kilkenny,2015,Apr,2015-04-01,2,9
Kilkenny,2015,May,2015-05-01,0,9
Kilkenny,2015,Jun,2015-06-01,0,9
Kilkenny,2015,Jul,2015-07-01,5,14
Kilkenny,2015,Aug,2015-08-01,0,14
Kilkenny,2015,Sep,2015-09-01,0,14
Kilkenny,2015,Oct,2015-10-01,0,14
Kilkenny,2015,Nov,2015-11-01,0,14
Kilkenny,2015,Dec,2015-12-01,0,14
Kilkenny,2016,Jan,2016-01-01,1,15
Kilkenny,2016,Feb,2016-02-01,0,15
Kilkenny,2016,Mar,2016-03-01,5,20
Kilkenny,2016,Apr,2016-04-01,0,20
Kilkenny,2016,May,2016-05-01,0,20
Kilkenny,2016,Jun,2016-06-01,1,21
Kilkenny,2016,Jul,2016-07-01,1,22
Kilkenny,2016,Aug,2016-08-01,1,23
Kilkenny,2016,Sep,2016-09-01,1,24
Kilkenny,2016,Oct,2016-10-01,0,24
Kilkenny,2016,Nov,2016-11-01,0,24
Kilkenny,2016,Dec,2016-12-01,0,24
Kilkenny,2017,Jan,2017-01-01,3,27
Kilkenny,2017,Feb,2017-02-01,1,28
Kilkenny,2017,Mar,2017-03-01,1,29
Kilkenny,2017,Apr,2017-04-01,0,29
Kilkenny,2017,May,2017-05-01,0,29
Kilkenny,2017,Jun,2017-06-01,0,29
Kilkenny,2017,Jul,2017-07-01,4,33
Kilkenny,2017,Aug,2017-08-01,0,33
Kilkenny,2017,Sep,2017-09-01,2,35
Kilkenny,2017,Oct,2017-10-01,3,38
Kilkenny,2017,Nov,2017-11-01,0,38
Kilkenny,2017,Dec,2017-12-01,0,38
Kilkenny,2018,Jan,2018-01-01,1,39
Kilkenny,2018,Feb,2018-02-01,1,40
Kilkenny,2018,Mar,2018-03-01,2,42
Kilkenny,2018,Apr,2018-04-01,2,44
Kilkenny,2018,May,2018-05-01,2,46
Kilkenny,2018,Jun,2018-06-01,0,46
Kilkenny,2018,Jul,2018-07-01,5,51
Kilkenny,2018,Aug,2018-08-01,1,52
Kilkenny,2018,Sep,2018-09-01,1,53
Kilkenny,2018,Oct,2018-10-01,0,53
Kilkenny,2018,Nov,2018-11-01,2,55
Kilkenny,2018,Dec,2018-12-01,0,55
Kilkenny,2019,Jan,2019-01-01,17,72
Kilkenny,2019,Feb,2019-02-01,4,76
Kilkenny,2019,Mar,2019-03-01,3,79
Kilkenny,2019,Apr,2019-04-01,6,85
Kilkenny,2019,May,2019-05-01,3,88
Kilkenny,2019,Jun,2019-06-01,0,88
Kilkenny,2019,Jul,2019-07-01,13,101
Kilkenny,2019,Aug,2019-08-01,8,109
Kilkenny,2019,Sep,2019-09-01,3,112
Kilkenny,2019,Oct,2019-10-01,7,119
Kilkenny,2019,Nov,2019-11-01,0,119
Kilkenny,2019,Dec,2019-12-01,1,120
Kilkenny,2020,Jan,2020-01-01,14,134
Kilkenny,2020,Feb,2020-02-01,8,142
Kilkenny,2020,Mar,2020-03-01,9,151
Kilkenny,2020,Apr,2020-04-01,0,151
Kilkenny,2020,May,2020-05-01,4,155
Kilkenny,2020,Jun,2020-06-01,0,155
Kilkenny,2020,Jul,2020-07-01,22,177
Kilkenny,2020,Aug,2020-08-01,13,190
Kilkenny,2020,Sep,2020-09-01,11,201
Kilkenny,2020,Oct,2020-10-01,7,208
Kilkenny,2020,Nov,2020-11-01,0,208
Kilkenny,2020,Dec,2020-12-01,0,208
Kilkenny,2021,Jan,2021-01-01,22,230
Kilkenny,2021,Feb,2021-02-01,22,252
Kilkenny,2021,Mar,2021-03-01,28,280
Kilkenny,2021,Apr,2021-04-01,19,299
Kilkenny,2021,May,2021-05-01,14,313
Kilkenny,2021,Jun,2021-06-01,8,321
Kilkenny,2021,Jul,2021-07-01,62,383
Kilkenny,2021,Aug,2021-08-01,27,410
Kilkenny,2021,Sep,2021-09-01,9,419
Kilkenny,2021,Oct,2021-10-01,8,427
Kilkenny,2021,Nov,2021-11-01,4,431
Kilkenny,2021,Dec,2021-12-01,1,432
Kilkenny,2022,Jan,2022-01-01,83,515
Kilkenny,2022,Feb,2022-02-01,48,563
Kilkenny,2022,Mar,2022-03-01,34,597
Kilkenny,2022,Apr,2022-04-01,27,624
Kilkenny,2022,May,2022-05-01,16,640
Kilkenny,2022,Jun,2022-06-01,1,641
Kilkenny,2022,Jul,2022-07-01,70,711
Kilkenny,2022,Aug,2022-08-01,22,733
Kilkenny,2022,Sep,2022-09-01,31,764
Kilkenny,2022,Oct,2022-10-01,12,776
Kilkenny,2022,Nov,2022-11-01,6,782
Kilkenny,2022,Dec,2022-12-01,0,782
Kilkenny,2023,Jan,2023-01-01,83,865
