County,Year,Month,Date,Registrations,Total_Registrations
Kilkenny,2023,Feb,2023-02-01,36,901
Kilkenny,2023,Mar,2023-03-01,57,958
Kilkenny,2023,Apr,2023-04-01,37,995
Kilkenny,2023,May,2023-05-01,30,1025
Kilkenny,2023,Jun,2023-06-01,14,1039
Kilkenny,2023,Jul,2023-07-01,102,1141
Kilkenny,2023,Aug,2023-08-01,21,1162
Kilkenny,2023,Sep,2023-09-01,14,1176
Kilkenny,2023,Oct,2023-10-01,9,1185
Kilkenny,2023,Nov,2023-11-01,1,1186
Kilkenny,2023,Dec,2023-12-01,0,1186
Kilkenny,2024,Jan,2024-01-01,104,1290
Kilkenny,2024,Feb,2024-02-01,40,1330
Kilkenny,2024,Mar,2024-03-01,52,1382
Kilkenny,2024,Apr,2024-04-01,27,1409
Kilkenny,2024,May,2024-05-01,13,1422
Kilkenny,2024,Jun,2024-06-01,4,1426
Kilkenny,2024,Jul,2024-07-01,88,1514
Kilkenny,2024,Aug,2024-08-01,,
Kilkenny,2024,Sep,2024-09-01,,
Kilkenny,2024,Oct,2024-10-01,,
Kilkenny,2024,Nov,2024-11-01,,
Kilkenny,2024,Dec,2024-12-01,,
Kildare,2014,Jan,2014-01-01,3,3
Kildare,2014,Feb,2014-02-01,0,3
Kildare,2014,Mar,2014-03-01,3,6
Kildare,2014,Apr,2014-04-01,0,6
Kildare,2014,May,2014-05-01,1,7
Kildare,2014,Jun,2014-06-01,0,7
Kildare,2014,Jul,2014-07-01,3,10
Kildare,2014,Aug,2014-08-01,3,13
Kildare,2014,Sep,2014-09-01,1,14
Kildare,2014,Oct,2014-10-01,0,14
Kildare,2014,Nov,2014-11-01,1,15
Kildare,2014,Dec,2014-12-01,0,15
Kildare,2015,Jan,2015-01-01,13,28
Kildare,2015,Feb,2015-02-01,4,32
Kildare,2015,Mar,2015-03-01,9,41
Kildare,2015,Apr,2015-04-01,3,44
Kildare,2015,May,2015-05-01,2,46
Kildare,2015,Jun,2015-06-01,1,47
Kildare,2015,Jul,2015-07-01,5,52
Kildare,2015,Aug,2015-08-01,3,55
Kildare,2015,Sep,2015-09-01,1,56
Kildare,2015,Oct,2015-10-01,1,57
Kildare,2015,Nov,2015-11-01,1,58
Kildare,2015,Dec,2015-12-01,0,58
Kildare,2016,Jan,2016-01-01,1,59
Kildare,2016,Feb,2016-02-01,10,69
Kildare,2016,Mar,2016-03-01,2,71
Kildare,2016,Apr,2016-04-01,1,72
Kildare,2016,May,2016-05-01,2,74
Kildare,2016,Jun,2016-06-01,0,74
Kildare,2016,Jul,2016-07-01,4,78
Kildare,2016,Aug,2016-08-01,2,80
Kildare,2016,Sep,2016-09-01,1,81
Kildare,2016,Oct,2016-10-01,1,82
Kildare,2016,Nov,2016-11-01,1,83
Kildare,2016,Dec,2016-12-01,0,83
Kildare,2017,Jan,2017-01-01,9,92
Kildare,2017,Feb,2017-02-01,7,99
Kildare,2017,Mar,2017-03-01,1,100
Kildare,2017,Apr,2017-04-01,1,101
Kildare,2017,May,2017-05-01,2,103
Kildare,2017,Jun,2017-06-01,0,103
Kildare,2017,Jul,2017-07-01,9,112
Kildare,2017,Aug,2017-08-01,4,116
Kildare,2017,Sep,2017-09-01,8,124
Kildare,2017,Oct,2017-10-01,7,131
Kildare,2017,Nov,2017-11-01,1,132
Kildare,2017,Dec,2017-12-01,0,132
Kildare,2018,Jan,2018-01-01,5,137
Kildare,2018,Feb,2018-02-01,9,146
Kildare,2018,Mar,2018-03-01,11,157
Kildare,2018,Apr,2018-04-01,7,164
Kildare,2018,May,2018-05-01,7,171
Kildare,2018,Jun,2018-06-01,1,172
Kildare,2018,Jul,2018-07-01,20,192
Kildare,2018,Aug,2018-08-01,18,210
Kildare,2018,Sep,2018-09-01,10,220
Kildare,2018,Oct,2018-10-01,3,223
Kildare,2018,Nov,2018-11-01,1,224
Kildare,2018,Dec,2018-12-01,0,224
Kildare,2019,Jan,2019-01-01,42,266
Kildare,2019,Feb,2019-02-01,33,299
Kildare,2019,Mar,2019-03-01,27,326
Kildare,2019,Apr,2019-04-01,30,356
Kildare,2019,May,2019-05-01,12,368
Kildare,2019,Jun,2019-06-01,3,371
Kildare,2019,Jul,2019-07-01,54,425
Kildare,2019,Aug,2019-08-01,10,435
Kildare,2019,Sep,2019-09-01,7,442
Kildare,2019,Oct,2019-10-01,14,456
Kildare,2019,Nov,2019-11-01,13,469
Kildare,2019,Dec,2019-12-01,1,470
Kildare,2020,Jan,2020-01-01,76,546
Kildare,2020,Feb,2020-02-01,34,580
Kildare,2020,Mar,2020-03-01,37,617
Kildare,2020,Apr,2020-04-01,4,621
Kildare,2020,May,2020-05-01,10,631
Kildare,2020,Jun,2020-06-01,3,634
Kildare,2020,Jul,2020-07-01,72,706
Kildare,2020,Aug,2020-08-01,36,742
Kildare,2020,Sep,2020-09-01,45,787
Kildare,2020,Oct,2020-10-01,18,805
Kildare,2020,Nov,2020-11-01,6,811
Kildare,2020,Dec,2020-12-01,2,813
Kildare,2021,Jan,2021-01-01,91,904
Kildare,2021,Feb,2021-02-01,82,986
Kildare,2021,Mar,2021-03-01,98,1084
Kildare,2021,Apr,2021-04-01,74,1158
Kildare,2021,May,2021-05-01,56,1214
Kildare,2021,Jun,2021-06-01,39,1253
Kildare,2021,Jul,2021-07-01,229,1482
Kildare,2021,Aug,2021-08-01,108,1590
Kildare,2021,Sep,2021-09-01,63,1653
Kildare,2021,Oct,2021-10-01,49,1702
Kildare,2021,Nov,2021-11-01,11,1713
Kildare,2021,Dec,2021-12-01,3,1716
Kildare,2022,Jan,2022-01-01,290,2006
Kildare,2022,Feb,2022-02-01,155,2161
Kildare,2022,Mar,2022-03-01,166,2327
Kildare,2022,Apr,2022-04-01,84,2411
Kildare,2022,May,2022-05-01,52,2463
Kildare,2022,Jun,2022-06-01,9,2472
Kildare,2022,Jul,2022-07-01,218,2690
Kildare,2022,Aug,2022-08-01,105,2795
Kildare,2022,Sep,2022-09-01,137,2932
Kildare,2022,Oct,2022-10-01,53,2985
Kildare,2022,Nov,2022-11-01,11,2996
Kildare,2022,Dec,2022-12-01,7,3003
Kildare,2023,Jan,2023-01-01,285,3288
Kildare,2023,Feb,2023-02-01,175,3463
Kildare,2023,Mar,2023-03-01,239,3702
Kildare,2023,Apr,2023-04-01,138,3840
Kildare,2023,May,2023-05-01,135,3975
Kildare,2023,Jun,2023-06-01,104,4079
Kildare,2023,Jul,2023-07-01,325,4404
Kildare,2023,Aug,2023-08-01,159,4563
Kildare,2023,Sep,2023-09-01,87,4650
Kildare,2023,Oct,2023-10-01,39,4689
Kildare,2023,Nov,2023-11-01,15,4704
Kildare,2023,Dec,2023-12-01,8,4712
Kildare,2024,Jan,2024-01-01,367,5079
Kildare,2024,Feb,2024-02-01,167,5246
Kildare,2024,Mar,2024-03-01,179,5425
Kildare,2024,Apr,2024-04-01,75,5500
Kildare,2024,May,2024-05-01,78,5578
Kildare,2024,Jun,2024-06-01,51,5629
Kildare,2024,Jul,2024-07-01,336,5965
Kildare,2024,Aug,2024-08-01,,
Kildare,2024,Sep,2024-09-01,,
Kildare,2024,Oct,2024-10-01,,
Kildare,2024,Nov,2024-11-01,,
Kildare,2024,Dec,2024-12-01,,
Dublin,2014,Jan,2014-01-01,28,28
Dublin,2014,Feb,2014-02-01,6,34
Dublin,2014,Mar,2014-03-01,7,41
Dublin,2014,Apr,2014-04-01,2,43
Dublin,2014,May,2014-05-01,3,46
Dublin,2014,Jun,2014-06-01,7,53
Dublin,2014,Jul,2014-07-01,20,73
Dublin,2014,Aug,2014-08-01,17,90
Dublin,2014,Sep,2014-09-01,17,107
Dublin,2014,Oct,2014-10-01,5,112
Dublin,2014,Nov,2014-11-01,4,116
Dublin,2014,Dec,2014-12-01,0,116
Dublin,2015,Jan,2015-01-01,51,167
Dublin,2015,Feb,2015-02-01,23,190
Dublin,2015,Mar,2015-03-01,35,225
Dublin,2015,Apr,2015-04-01,20,245
Dublin,2015,May,2015-05-01,15,260
Dublin,2015,Jun,2015-06-01,2,262
Dublin,2015,Jul,2015-07-01,39,301
Dublin,2015,Aug,2015-08-01,19,320
Dublin,2015,Sep,2015-09-01,8,328
Dublin,2015,Oct,2015-10-01,9,337
Dublin,2015,Nov,2015-11-01,16,353
Dublin,2015,Dec,2015-12-01,1,354
Dublin,2016,Jan,2016-01-01,53,407
Dublin,2016,Feb,2016-02-01,66,473
Dublin,2016,Mar,2016-03-01,52,525
Dublin,2016,Apr,2016-04-01,26,551
Dublin,2016,May,2016-05-01,27,578
Dublin,2016,Jun,2016-06-01,3,581
Dublin,2016,Jul,2016-07-01,67,648
Dublin,2016,Aug,2016-08-01,22,670
Dublin,2016,Sep,2016-09-01,22,692
Dublin,2016,Oct,2016-10-01,15,707
Dublin,2016,Nov,2016-11-01,7,714
Dublin,2016,Dec,2016-12-01,0,714
Dublin,2017,Jan,2017-01-01,84,798
Dublin,2017,Feb,2017-02-01,45,843
Dublin,2017,Mar,2017-03-01,52,895
Dublin,2017,Apr,2017-04-01,25,920
Dublin,2017,May,2017-05-01,17,937
Dublin,2017,Jun,2017-06-01,7,944
Dublin,2017,Jul,2017-07-01,69,1013
Dublin,2017,Aug,2017-08-01,52,1065
Dublin,2017,Sep,2017-09-01,45,1110
Dublin,2017,Oct,2017-10-01,25,1135
Dublin,2017,Nov,2017-11-01,9,1144
Dublin,2017,Dec,2017-12-01,0,1144
Dublin,2018,Jan,2018-01-01,132,1276
Dublin,2018,Feb,2018-02-01,82,1358
Dublin,2018,Mar,2018-03-01,125,1483
Dublin,2018,Apr,2018-04-01,108,1591
Dublin,2018,May,2018-05-01,72,1663
Dublin,2018,Jun,2018-06-01,18,1681
Dublin,2018,Jul,2018-07-01,239,1920
Dublin,2018,Aug,2018-08-01,119,2039
Dublin,2018,Sep,2018-09-01,73,2112
Dublin,2018,Oct,2018-10-01,32,2144
Dublin,2018,Nov,2018-11-01,19,2163
Dublin,2018,Dec,2018-12-01,8,2171
Dublin,2019,Jan,2019-01-01,498,2669
Dublin,2019,Feb,2019-02-01,241,2910
Dublin,2019,Mar,2019-03-01,248,3158
Dublin,2019,Apr,2019-04-01,205,3363
Dublin,2019,May,2019-05-01,119,3482
Dublin,2019,Jun,2019-06-01,50,3532
Dublin,2019,Jul,2019-07-01,411,3943
Dublin,2019,Aug,2019-08-01,131,4074
Dublin,2019,Sep,2019-09-01,112,4186
Dublin,2019,Oct,2019-10-01,199,4385
Dublin,2019,Nov,2019-11-01,105,4490
Dublin,2019,Dec,2019-12-01,20,4510
Dublin,2020,Jan,2020-01-01,676,5186
Dublin,2020,Feb,2020-02-01,330,5516
Dublin,2020,Mar,2020-03-01,328,5844
Dublin,2020,Apr,2020-04-01,32,5876
Dublin,2020,May,2020-05-01,149,6025
Dublin,2020,Jun,2020-06-01,39,6064
Dublin,2020,Jul,2020-07-01,762,6826
Dublin,2020,Aug,2020-08-01,253,7079
Dublin,2020,Sep,2020-09-01,450,7529
Dublin,2020,Oct,2020-10-01,212,7741
Dublin,2020,Nov,2020-11-01,51,7792
Dublin,2020,Dec,2020-12-01,68,7860
Dublin,2021,Jan,2021-01-01,961,8821
Dublin,2021,Feb,2021-02-01,825,9646
Dublin,2021,Mar,2021-03-01,815,10461
Dublin,2021,Apr,2021-04-01,643,11104
Dublin,2021,May,2021-05-01,545,11649
Dublin,2021,Jun,2021-06-01,386,12035
Dublin,2021,Jul,2021-07-01,1946,13981
Dublin,2021,Aug,2021-08-01,666,14647
Dublin,2021,Sep,2021-09-01,610,15257
Dublin,2021,Oct,2021-10-01,439,15696
Dublin,2021,Nov,2021-11-01,138,15834
Dublin,2021,Dec,2021-12-01,85,15919
Dublin,2022,Jan,2022-01-01,2228,18147
Dublin,2022,Feb,2022-02-01,1130,19277
Dublin,2022,Mar,2022-03-01,1285,20562
Dublin,2022,Apr,2022-04-01,919,21481
Dublin,2022,May,2022-05-01,545,22026
Dublin,2022,Jun,2022-06-01,158,22184
Dublin,2022,Jul,2022-07-01,1946,24130
Dublin,2022,Aug,2022-08-01,993,25123
Dublin,2022,Sep,2022-09-01,1147,26270
Dublin,2022,Oct,2022-10-01,473,26743
Dublin,2022,Nov,2022-11-01,203,26946
Dublin,2022,Dec,2022-12-01,56,27002
Dublin,2023,Jan,2023-01-01,2623,29625
Dublin,2023,Feb,2023-02-01,1588,31213
Dublin,2023,Mar,2023-03-01,2511,33724
Dublin,2023,Apr,2023-04-01,1420,35144
Dublin,2023,May,2023-05-01,1211,36355
Dublin,2023,Jun,2023-06-01,776,37131
Dublin,2023,Jul,2023-07-01,2937,40068
Dublin,2023,Aug,2023-08-01,1506,41574
Dublin,2023,Sep,2023-09-01,1269,42843
Dublin,2023,Oct,2023-10-01,534,43377
Dublin,2023,Nov,2023-11-01,276,43653
Dublin,2023,Dec,2023-12-01,176,43829
Dublin,2024,Jan,2024-01-01,3387,47216
Dublin,2024,Feb,2024-02-01,1662,48878
Dublin,2024,Mar,2024-03-01,1887,50765
Dublin,2024,Apr,2024-04-01,1325,52090
Dublin,2024,May,2024-05-01,1088,53178
Dublin,2024,Jun,2024-06-01,459,53637
Dublin,2024,Jul,2024-07-01,2992,56629
Dublin,2024,Aug,2024-08-01,,
Dublin,2024,Sep,2024-09-01,,
Dublin,2024,Oct,2024-10-01,,
Dublin,2024,Nov,2024-11-01,,
Dublin,2024,Dec,2024-12-01,,
Carlow,2014,Jan,2014-01-01,0,0
Carlow,2014,Feb,2014-02-01,2,2
Carlow,2014,Mar,2014-03-01,0,2
Carlow,2014,Apr,2014-04-01,0,2
Carlow,2014,May,2014-05-01,0,2
Carlow,2014,Jun,2014-06-01,0,2
Carlow,2014,Jul,2014-07-01,0,2
Carlow,2014,Aug,2014-08-01,0,2
Carlow,2014,Sep,2014-09-01,1,3
Carlow,2014,Oct,2014-10-01,1,4
Carlow,2014,Nov,2014-11-01,0,4
Carlow,2014,Dec,2014-12-01,0,4
Carlow,2015,Jan,2015-01-01,0,4
Carlow,2015,Feb,2015-02-01,2,6
Carlow,2015,Mar,2015-03-01,0,6
Carlow,2015,Apr,2015-04-01,0,6
Carlow,2015,May,2015-05-01,0,6
Carlow,2015,Jun,2015-06-01,0,6
Carlow,2015,Jul,2015-07-01,0,6
Carlow,2015,Aug,2015-08-01,0,6
Carlow,2015,Sep,2015-09-01,0,6
Carlow,2015,Oct,2015-10-01,0,6
Carlow,2015,Nov,2015-11-01,0,6
Carlow,2015,Dec,2015-12-01,0,6
Carlow,2016,Jan,2016-01-01,0,6
Carlow,2016,Feb,2016-02-01,0,6
Carlow,2016,Mar,2016-03-01,0,6
Carlow,2016,Apr,2016-04-01,1,7
Carlow,2016,May,2016-05-01,0,7
Carlow,2016,Jun,2016-06-01,0,7
Carlow,2016,Jul,2016-07-01,1,8
Carlow,2016,Aug,2016-08-01,1,9
Carlow,2016,Sep,2016-09-01,0,9
Carlow,2016,Oct,2016-10-01,0,9
Carlow,2016,Nov,2016-11-01,0,9
Carlow,2016,Dec,2016-12-01,0,9
Carlow,2017,Jan,2017-01-01,3,12
Carlow,2017,Feb,2017-02-01,1,13
Carlow,2017,Mar,2017-03-01,1,14
Carlow,2017,Apr,2017-04-01,1,15
Carlow,2017,May,2017-05-01,1,16
Carlow,2017,Jun,2017-06-01,0,16
Carlow,2017,Jul,2017-07-01,0,16
Carlow,2017,Aug,2017-08-01,3,19
Carlow,2017,Sep,2017-09-01,0,19
Carlow,2017,Oct,2017-10-01,0,19
Carlow,2017,Nov,2017-11-01,0,19
Carlow,2017,Dec,2017-12-01,0,19
Carlow,2018,Jan,2018-01-01,1,20
Carlow,2018,Feb,2018-02-01,0,20
Carlow,2018,Mar,2018-03-01,1,21
Carlow,2018,Apr,2018-04-01,3,24
Carlow,2018,May,2018-05-01,3,27
Carlow,2018,Jun,2018-06-01,0,27
Carlow,2018,Jul,2018-07-01,6,33
Carlow,2018,Aug,2018-08-01,1,34
Carlow,2018,Sep,2018-09-01,4,38
Carlow,2018,Oct,2018-10-01,1,39
Carlow,2018,Nov,2018-11-01,0,39
Carlow,2018,Dec,2018-12-01,0,39
Carlow,2019,Jan,2019-01-01,17,56
Carlow,2019,Feb,2019-02-01,1,57
Carlow,2019,Mar,2019-03-01,2,59
Carlow,2019,Apr,2019-04-01,3,62
Carlow,2019,May,2019-05-01,4,66
Carlow,2019,Jun,2019-06-01,0,66
Carlow,2019,Jul,2019-07-01,14,80
Carlow,2019,Aug,2019-08-01,5,85
Carlow,2019,Sep,2019-09-01,0,85
Carlow,2019,Oct,2019-10-01,1,86
Carlow,2019,Nov,2019-11-01,0,86
Carlow,2019,Dec,2019-12-01,0,86
Carlow,2020,Jan,2020-01-01,9,95
Carlow,2020,Feb,2020-02-01,5,100
Carlow,2020,Mar,2020-03-01,10,110
Carlow,2020,Apr,2020-04-01,0,110
Carlow,2020,May,2020-05-01,1,111
Carlow,2020,Jun,2020-06-01,0,111
Carlow,2020,Jul,2020-07-01,10,121
Carlow,2020,Aug,2020-08-01,5,126
Carlow,2020,Sep,2020-09-01,9,135
Carlow,2020,Oct,2020-10-01,3,138
Carlow,2020,Nov,2020-11-01,0,138
Carlow,2020,Dec,2020-12-01,1,139
Carlow,2021,Jan,2021-01-01,35,174
Carlow,2021,Feb,2021-02-01,23,197
Carlow,2021,Mar,2021-03-01,12,209
Carlow,2021,Apr,2021-04-01,3,212
Carlow,2021,May,2021-05-01,6,218
Carlow,2021,Jun,2021-06-01,5,223
Carlow,2021,Jul,2021-07-01,35,258
Carlow,2021,Aug,2021-08-01,21,279
Carlow,2021,Sep,2021-09-01,15,294
Carlow,2021,Oct,2021-10-01,8,302
Carlow,2021,Nov,2021-11-01,4,306
Carlow,2021,Dec,2021-12-01,2,308
Carlow,2022,Jan,2022-01-01,45,353
Carlow,2022,Feb,2022-02-01,27,380
Carlow,2022,Mar,2022-03-01,22,402
Carlow,2022,Apr,2022-04-01,14,416
Carlow,2022,May,2022-05-01,3,419
Carlow,2022,Jun,2022-06-01,0,419
Carlow,2022,Jul,2022-07-01,47,466
Carlow,2022,Aug,2022-08-01,13,479
Carlow,2022,Sep,2022-09-01,13,492
Carlow,2022,Oct,2022-10-01,6,498
Carlow,2022,Nov,2022-11-01,5,503
Carlow,2022,Dec,2022-12-01,2,505
Carlow,2023,Jan,2023-01-01,50,555
Carlow,2023,Feb,2023-02-01,38,593
Carlow,2023,Mar,2023-03-01,32,625
Carlow,2023,Apr,2023-04-01,24,649
Carlow,2023,May,2023-05-01,16,665
Carlow,2023,Jun,2023-06-01,13,678
Carlow,2023,Jul,2023-07-01,57,735
Carlow,2023,Aug,2023-08-01,22,757
Carlow,2023,Sep,2023-09-01,15,772
Carlow,2023,Oct,2023-10-01,1,773
Carlow,2023,Nov,2023-11-01,3,776
Carlow,2023,Dec,2023-12-01,2,778
Carlow,2024,Jan,2024-01-01,57,835
Carlow,2024,Feb,2024-02-01,21,856
Carlow,2024,Mar,2024-03-01,30,886
Carlow,2024,Apr,2024-04-01,9,895
Carlow,2024,May,2024-05-01,7,902
Carlow,2024,Jun,2024-06-01,4,906
Carlow,2024,Jul,2024-07-01,44,950
Carlow,2024,Aug,2024-08-01,,
Carlow,2024,Sep,2024-09-01,,
Carlow,2024,Oct,2024-10-01,,
Carlow,2024,Nov,2024-11-01,,
Carlow,2024,Dec,2024-12-01,,
Limerick,2014,Jan,2014-01-01,0,0
Limerick,2014,Feb,2014-02-01,0,0
Limerick,2014,Mar,2014-03-01,2,2
Limerick,2014,Apr,2014-04-01,2,4
Limerick,2014,May,2014-05-01,1,5
Limerick,2014,Jun,2014-06-01,0,5
Limerick,2014,Jul,2014-07-01,1,6
Limerick,2014,Aug,2014-08-01,0,6
Limerick,2014,Sep,2014-09-01,0,6
Limerick,2014,Oct,2014-10-01,1,7
Limerick,2014,Nov,2014-11-01,0,7
Limerick,2014,Dec,2014-12-01,0,7
Limerick,2015,Jan,2015-01-01,5,12
Limerick,2015,Feb,2015-02-01,0,12
Limerick,2015,Mar,2015-03-01,1,13
Limerick,2015,Apr,2015-04-01,1,14
Limerick,2015,May,2015-05-01,1,15
Limerick,2015,Jun,2015-06-01,0,15
Limerick,2015,Jul,2015-07-01,1,16
Limerick,2015,Aug,2015-08-01,1,17
Limerick,2015,Sep,2015-09-01,0,17
Limerick,2015,Oct,2015-10-01,0,17
Limerick,2015,Nov,2015-11-01,0,17
Limerick,2015,Dec,2015-12-01,0,17
Limerick,2016,Jan,2016-01-01,2,19
Limerick,2016,Feb,2016-02-01,5,24
Limerick,2016,Mar,2016-03-01,4,28
Limerick,2016,Apr,2016-04-01,2,30
Limerick,2016,May,2016-05-01,1,31
Limerick,2016,Jun,2016-06-01,0,31
Limerick,2016,Jul,2016-07-01,1,32
Limerick,2016,Aug,2016-08-01,4,36
Limerick,2016,Sep,2016-09-01,0,36
Limerick,2016,Oct,2016-10-01,1,37
Limerick,2016,Nov,2016-11-01,1,38
Limerick,2016,Dec,2016-12-01,0,38
Limerick,2017,Jan,2017-01-01,8,46
Limerick,2017,Feb,2017-02-01,4,50
Limerick,2017,Mar,2017-03-01,7,57
Limerick,2017,Apr,2017-04-01,1,58
Limerick,2017,May,2017-05-01,5,63
Limerick,2017,Jun,2017-06-01,1,64
Limerick,2017,Jul,2017-07-01,0,64
Limerick,2017,Aug,2017-08-01,3,67
Limerick,2017,Sep,2017-09-01,0,67
Limerick,2017,Oct,2017-10-01,1,68
Limerick,2017,Nov,2017-11-01,0,68
Limerick,2017,Dec,2017-12-01,0,68
Limerick,2018,Jan,2018-01-01,5,73
Limerick,2018,Feb,2018-02-01,4,77
Limerick,2018,Mar,2018-03-01,2,79
Limerick,2018,Apr,2018-04-01,2,81
Limerick,2018,May,2018-05-01,2,83
Limerick,2018,Jun,2018-06-01,0,83
Limerick,2018,Jul,2018-07-01,12,95
Limerick,2018,Aug,2018-08-01,6,101
Limerick,2018,Sep,2018-09-01,5,106
Limerick,2018,Oct,2018-10-01,1,107
Limerick,2018,Nov,2018-11-01,0,107
Limerick,2018,Dec,2018-12-01,0,107
Limerick,2019,Jan,2019-01-01,30,137
Limerick,2019,Feb,2019-02-01,13,150
Limerick,2019,Mar,2019-03-01,9,159
Limerick,2019,Apr,2019-04-01,8,167
Limerick,2019,May,2019-05-01,7,174
Limerick,2019,Jun,2019-06-01,1,175
Limerick,2019,Jul,2019-07-01,26,201
Limerick,2019,Aug,2019-08-01,7,208
Limerick,2019,Sep,2019-09-01,3,211
Limerick,2019,Oct,2019-10-01,4,215
Limerick,2019,Nov,2019-11-01,6,221
Limerick,2019,Dec,2019-12-01,1,222
Limerick,2020,Jan,2020-01-01,41,263
Limerick,2020,Feb,2020-02-01,12,275
Limerick,2020,Mar,2020-03-01,15,290
Limerick,2020,Apr,2020-04-01,2,292
Limerick,2020,May,2020-05-01,4,296
Limerick,2020,Jun,2020-06-01,2,298
Limerick,2020,Jul,2020-07-01,27,325
Limerick,2020,Aug,2020-08-01,14,339
Limerick,2020,Sep,2020-09-01,21,360
Limerick,2020,Oct,2020-10-01,4,364
Limerick,2020,Nov,2020-11-01,1,365
Limerick,2020,Dec,2020-12-01,2,367
Limerick,2021,Jan,2021-01-01,65,432
Limerick,2021,Feb,2021-02-01,57,489
Limerick,2021,Mar,2021-03-01,47,536
Limerick,2021,Apr,2021-04-01,28,564
Limerick,2021,May,2021-05-01,21,585
Limerick,2021,Jun,2021-06-01,14,599
Limerick,2021,Jul,2021-07-01,123,722
Limerick,2021,Aug,2021-08-01,41,763
Limerick,2021,Sep,2021-09-01,21,784
Limerick,2021,Oct,2021-10-01,15,799
Limerick,2021,Nov,2021-11-01,1,800
Limerick,2021,Dec,2021-12-01,3,803
Limerick,2022,Jan,2022-01-01,121,924
Limerick,2022,Feb,2022-02-01,63,987
Limerick,2022,Mar,2022-03-01,76,1063
Limerick,2022,Apr,2022-04-01,54,1117
Limerick,2022,May,2022-05-01,32,1149
Limerick,2022,Jun,2022-06-01,8,1157
Limerick,2022,Jul,2022-07-01,142,1299
Limerick,2022,Aug,2022-08-01,57,1356
Limerick,2022,Sep,2022-09-01,62,1418
Limerick,2022,Oct,2022-10-01,16,1434
Limerick,2022,Nov,2022-11-01,11,1445
Limerick,2022,Dec,2022-12-01,0,1445
Limerick,2023,Jan,2023-01-01,184,1629
Limerick,2023,Feb,2023-02-01,93,1722
Limerick,2023,Mar,2023-03-01,115,1837
Limerick,2023,Apr,2023-04-01,61,1898
Limerick,2023,May,2023-05-01,67,1965
Limerick,2023,Jun,2023-06-01,46,2011
Limerick,2023,Jul,2023-07-01,179,2190
Limerick,2023,Aug,2023-08-01,68,2258
Limerick,2023,Sep,2023-09-01,47,2305
Limerick,2023,Oct,2023-10-01,7,2312
Limerick,2023,Nov,2023-11-01,6,2318
Limerick,2023,Dec,2023-12-01,1,2319
Limerick,2024,Jan,2024-01-01,183,2502
Limerick,2024,Feb,2024-02-01,69,2571
Limerick,2024,Mar,2024-03-01,69,2640
Limerick,2024,Apr,2024-04-01,67,2707
Limerick,2024,May,2024-05-01,43,2750
Limerick,2024,Jun,2024-06-01,13,2763
Limerick,2024,Jul,2024-07-01,171,2934
Limerick,2024,Aug,2024-08-01,,
Limerick,2024,Sep,2024-09-01,,
Limerick,2024,Oct,2024-10-01,,
Limerick,2024,Nov,2024-11-01,,
Limerick,2024,Dec,2024-12-01,,
Kerry,2014,Jan,2014-01-01,1,1
Kerry,2014,Feb,2014-02-01,0,1
Kerry,2014,Mar,2014-03-01,0,1
Kerry,2014,Apr,2014-04-01,0,1
Kerry,2014,May,2014-05-01,1,2
Kerry,2014,Jun,2014-06-01,0,2
Kerry,2014,Jul,2014-07-01,0,2
Kerry,2014,Aug,2014-08-01,1,3
Kerry,2014,Sep,2014-09-01,0,3
Kerry,2014,Oct,2014-10-01,0,3
Kerry,2014,Nov,2014-11-01,0,3
Kerry,2014,Dec,2014-12-01,0,3
Kerry,2015,Jan,2015-01-01,4,7
Kerry,2015,Feb,2015-02-01,1,8
Kerry,2015,Mar,2015-03-01,5,13
Kerry,2015,Apr,2015-04-01,0,13
Kerry,2015,May,2015-05-01,0,13
Kerry,2015,Jun,2015-06-01,0,13
Kerry,2015,Jul,2015-07-01,6,19
Kerry,2015,Aug,2015-08-01,2,21
Kerry,2015,Sep,2015-09-01,0,21
Kerry,2015,Oct,2015-10-01,1,22
Kerry,2015,Nov,2015-11-01,0,22
Kerry,2015,Dec,2015-12-01,0,22
Kerry,2016,Jan,2016-01-01,1,23
Kerry,2016,Feb,2016-02-01,3,26
Kerry,2016,Mar,2016-03-01,0,26
Kerry,2016,Apr,2016-04-01,0,26
Kerry,2016,May,2016-05-01,0,26
Kerry,2016,Jun,2016-06-01,0,26
Kerry,2016,Jul,2016-07-01,1,27
Kerry,2016,Aug,2016-08-01,1,28
Kerry,2016,Sep,2016-09-01,1,29
Kerry,2016,Oct,2016-10-01,1,30
Kerry,2016,Nov,2016-11-01,0,30
Kerry,2016,Dec,2016-12-01,0,30
Kerry,2017,Jan,2017-01-01,0,30
Kerry,2017,Feb,2017-02-01,3,33
Kerry,2017,Mar,2017-03-01,0,33
Kerry,2017,Apr,2017-04-01,0,33
Kerry,2017,May,2017-05-01,1,34
Kerry,2017,Jun,2017-06-01,0,34
Kerry,2017,Jul,2017-07-01,1,35
Kerry,2017,Aug,2017-08-01,1,36
Kerry,2017,Sep,2017-09-01,1,37
Kerry,2017,Oct,2017-10-01,1,38
Kerry,2017,Nov,2017-11-01,0,38
Kerry,2017,Dec,2017-12-01,0,38
Kerry,2018,Jan,2018-01-01,2,40
Kerry,2018,Feb,2018-02-01,4,44
Kerry,2018,Mar,2018-03-01,2,46
Kerry,2018,Apr,2018-04-01,3,49
Kerry,2018,May,2018-05-01,4,53
