Territory,County,Address,Max.Sim.CCS,Max.Sim.CHAd eMo,Max.Sim.Fast AC,Max.Sim. AC Socket,CCS kWs,CHAd eMO kWs,AC Fast kWs,AC Socket kWs,Latitude,Longitude,Open Hours,Route / Exit
,,,,,,,,,,,,,Wed:07:00-23:00,
,,,,,,,,,,,,,Thu:07:00-23:00,
,,,,,,,,,,,,,Fri:07:00-23:00,
,,"Circle K ( Londis ) Service Station, Sligo Road,",,,,,,,,,,,Sat:07:00-23:00,
RoI,Sligo,"Grange, Sligo, Grange",1,1,1,2,50,50,43,22(2),54.389519,-8.528397,Sun:07:00-23:00,
,,"Train Station, Lord Edward Street, Sligo, F91",,,,,,,,,,,,
RoI,Sligo,K752,0,0,0,2,,,,22(2),54.27203,-8.4825,24 x 7,
RoI,Sligo,"9-12 Union Place, Sligo Town",1,1,0,1,50,50,,22,54.273682,-8.480708,24 x 7,
RoI,Sligo,"Riverside, Sligo Town",0,0,0,2,,,,22(2),54.271302,-8.465001,24 x 7,
RoI,Sligo,"Wolfe Tone Square, Tubbercurry",0,0,0,2,,,,22(2),54.054302,-8.729412,24 x 7,
RoI,"TipperaryTipperary Town Plaza,Limerick Road, Bohercrow",,4,4,0,200(4),70(4),,,,52.479268,-8.175797,24 x 7,
,,"Courthouse Car Park, Saint Nicholas Park,",,,,,,,,,,,,
RoI,TipperaryCarrick-on-Suir,,0,0,0,2,,,,22(2),52.348698,-7.409999,24 x 7,
,,Strand Car Park (access via Castle Lane/Oven,,,,,,,,,,,,
RoI,"TipperaryLane), Carrick-on-Suir",,0,0,0,2,,,,22(2),52.345534,-7.41366,24 x 7,
,,"Circle K Service Station, M8 Junction 8 (R692),",,,,,,,,,,,M8 M8,
RoI,"TipperaryWallers Lot, Cashel",,1,1,0,1,50,50,,22,52.509038,-7.872552,24 x 7,Junction 8
RoI,"TipperarySupervalu Car Park, Off Kickham Street, Clonmel",,0,0,0,2,,22(2),,52.355664,-7.700573,24 x 7,,
,,"Public Car Park, Off Mary Street/Gladstone",,,,,,,,,,,,
RoI,"TipperaryStreet, Clonmel",,0,0,0,2,,22(2),,52.353337,-7.703744,24 x 7,,
,,"Gordon Place Car Park, Wolfe Tone Street,",,,,,,,,,,,,
RoI,TipperaryClonmel,,1,1,0,1,50,50,22,52.353099,-7.7068,24 x 7,,
,,"Obama Plaza, M7 Junction 23 (Circle K Service",,,,,,,,,,M7 M7,,
RoI,"TipperaryStation), Tipperary, Moneygall",,8,8,0,200(8),70(8),,,52.883989,-7.944274,24 x 7,Junction 23,
RoI,"TipperaryTesco Tipperary, Limerick Rd, Murgasty",,0,0,0,2,,22(2),,52.475721,-8.172649,24 x 7,,
,,"Tesco Superstore, Borrisokane Road, Nenagh",,,,,,,,,,,,
RoI,"TipperaryNorth, Nenagh",,0,0,0,2,,22(2),,52.870581,-8.197698,24 x 7,,
RoI,"TipperaryAbbey Court Hotel, Dublin Road, Nenagh",,1,1,1,0,50,50,43,52.864558,-8.189447,24 x 7,,
,,"Circle K Daybreak Service Station, Limerick",,,,,,,,,,,,
RoI,"TipperaryRoad, Nenagh",,0,0,0,2,,22(2),,52.861526,-8.212924,24 x 7,,
RoI,"TipperarySupervalu Car Park, Off Green Street, Roscrea",,0,0,0,2,,22(2),,52.956953,-7.801199,24 x 7,,
,,"Circle K Carrig Service Station, Carrig Road,",,,,,,,,,,,,
RoI,TipperaryRoscrea,,1,1,1,0,50,50,43,52.946645,-7.796595,24 x 7,,
RoI,"TipperaryIrish Rail, Butler Avenue, Thurles",,0,0,0,2,,22(2),,52.675998,-7.821686,24 x 7,,
RoI,"TipperaryTown Car Park, Abbey Street, , Tipperary Town",,0,0,0,2,,,7(2),52.473217,-8.160363,24 x 7,,
,,"Irish Rail Plunkett Station, Dock Road,",,,,,,,,,,,,
RoI,Waterford,Abbeylands,0,0,0,2,,22(2),,52.26604,-7.116893,24 x 7,,
RoI,"WaterfordDavitts Quay, Dungarvan",,0,0,0,2,,22(2),,52.09105,-7.619949,24 x 7,,
,,"St. Augustines Car Park, St. Augustine Street,",,,,,,,,,,,,
RoI,Waterford,Dungarvan,1,1,0,1,50,50,22,52.088374,-7.620327,24 x 7,,
RoI,"WaterfordDock Road, Dunmore East",,0,0,0,2,,22(2),,52.152969,-6.994926,24 x 7,,
RoI,"WaterfordLower Branch Road, Tramore",,0,0,0,2,,22(2),,52.164062,-7.147005,24 x 7,,
,,"Tramore Retail Park (Tesco), Summerhill Rise,",,,,,,,,,,,,
RoI,Waterford,Tramore,0,0,0,2,,22(2),,52.163684,-7.15972,24 x 7,,
RoI,"WaterfordThe Promenade, Tramore",,0,0,0,2,,22(2),,52.159399,-7.14197,24 x 7,,
,,"Miller's Marsh Car Park, Off Poleberry Link",,,,,,,,,,,,
RoI,Waterford,"Road/Johnstown, Waterford",0,0,0,2,,22(2),,52.255957,-7.111051,24 x 7,,
,,"Tesco Poleberry, Bath St, Poleberry Link Rd,",,,,,,,,,,,,
RoI,Waterford,"Waterford, Waterford",0,0,0,2,,,,22(2),52.25426,-7.111383,24 x 7,
,,"Waterford Institute of Technology, Cork Road,",,,,,,,,,,,,
RoI,Waterford,Waterford,0,0,0,2,,,,22(2),52.246699,-7.136054,24 x 7,
,,"Tesco Ballybeg, Ballybeg Dr, Ballybeg,",,,,,,,,,,,,
RoI,Waterford,"Waterford, Waterford",0,0,0,2,,,,22(2),52.23685,-7.138973,24 x 7,
RoI,"WaterfordBallybricken Green, Ballybricken, Waterford City",,1,1,0,0,100,50,,,52.259815,-7.117449,24 x 7,
RoI,"WaterfordParnell Street, Waterford City",,0,0,0,2,,,,22(2),52.258851,-7.108709,24 x 7,
RoI,"WaterfordPublic Car Park, Bolton Street, Waterford City",,2,0,0,100(2),,,,,52.258789,-7.105626,24 x 7,
,,"Irish Rail Train Station, Southern Station Road,",,,,,,,,,,,,
RoI,Westmeath,Athlone,0,0,0,2,,,,7(2),53.427551,-7.938416,24 x 7,
RoI,"WestmeathBallymahon Road, Athlone",,1,1,0,1,50,50,,22,53.424683,-7.934554,24 x 7,
RoI,"WestmeathCastle Street, Athlone",,0,0,0,2,,,,22(2),53.422802,-7.942743,24 x 7,
,,"Circle K Service Station, Castlemaine Street",,,,,,,,,,,,
RoI,Westmeath,"(Dublin Road), Athlone",1,1,1,2,50,50,43,22(2),53.420872,-7.926661,24 x 7,
,,"Kilmartin N6 Service Station, Dublin road,",,,,,,,,,,,,
RoI,Westmeath,Athlone,2,2,0,"1150, 5070, 50",,,,22,53.410591,-7.893679,24 x 7,N6 N6
RoI,"WestmeathTexaco (Mace & Supermacs), N4, Ballinalack",,2,2,0,"1150, 5070, 50",,,,22,53.62617,-7.46709,24 x 7,N4 N4
RoI,"WestmeathThe Square, Kilbeggan",,0,0,0,2,,,,22(2),53.367976,-7.498115,24 x 7,
,,"Circle K Service Station, M6 Junction 5",,,,,,,,,,,M6 M6,
RoI,Westmeath,"(R389/N52), Tullamore Road, Kilbeggan",1,1,1,0,50,50,43,,53.362824,-7.496517,24 x 7,Junction 5
RoI,"WestmeathKinnegad Plaza, Kinnegad",,8,8,0,200(8),70(8),,,,53.452479,-7.106487,24 x 7,
RoI,"WestmeathMain Street, Moate",,0,0,0,2,,,,22(2),53.394993,-7.719377,24 x 7,
,,"Tesco Mullingar, Ashe Rd, Commons, Mullingar,",,,,,,,,,,,,
RoI,Westmeath,"Co. Westmeath, Mullingar",0,0,0,2,,,,22(2),53.52823,-7.352098,24 x 7,
RoI,"WestmeathMcCurtain Street Car Park, Mullingar",,0,0,0,2,,,,22(2),53.527025,-7.336114,24 x 7,
RoI,"WestmeathBlackhall Car Park, Off Mount Street, Mullingar",,1,1,0,1,50,50,,22,53.523766,-7.342081,24 x 7,
,,"Irish Rail Train Station, Clonmore Road,",,,,,,,,,,,,
RoI,Westmeath,Mullingar,0,0,0,2,,,,22(2),53.522866,-7.34717,24 x 7,
,,"Circle K Service station, Centra O'Briens, Lynn",,,,,,,,,,,,
RoI,Westmeath,"Road, Mullingar",2,2,0,"1150, 5070, 50",,,,22,53.51467,-7.342111,24 x 7,
RoI,Wexford,"Market Square, Bunclody",,0,0,0,2,,22(2),52.6555,-6.6516,24 x 7,,
,,"Public Car Park, Flanagan's Wharf (Off Main",,,,,,,,,,,,
RoI,Wexford,"Street) (R472), Courtown Harbour",,0,0,0,2,,22(2),52.644754,-6.227539,24 x 7,,
RoI,Wexford,"Circle K Service Station, Rosslare Road, Drinagh",,1,1,0,1,50,50,22,52.300278,-6.45881,24 x 7,
RoI,Wexford,"Public Car Park, Island Road, Enniscorthy",,0,0,0,2,,22(2),52.505551,-6.569767,24 x 7,,
RoI,Wexford,Public,"Car Park, Duffry Gate, Enniscorthy",0,0,0,2,,22(2),52.50341,-6.57359,24 x 7,,
,,"Garda Station Car Park, Off Lymington Road,",,,,,,,,,,,,
RoI,Wexford,Enniscorthy,,1,1,0,1,50,50,22,52.501053,-6.570085,24 x 7,
RoI,Wexford,"Gorey Services Station, M11, Gorey",,1,1,1,0,50,50,43,52.750751,-6.202196,24 x 7,M11 M11
RoI,Wexford,"Maxol Service Station, Arklow Road, Gorey",,1,1,0,1,50,50,22,52.67807,-6.289287,24 x 7,
RoI,Wexford,"Civic Centre Car Park, The Avenue, Gorey",,0,0,0,2,,22(2),52.67315,-6.29569,24 x 7,,
,,"Tesco Gorey, Ramstown, Gorey, Co. Wexford,",,,,,,,,,,,,
RoI,Wexford,Gorey,,0,0,0,2,,22(2),52.672307,-6.299581,24 x 7,,
RoI,Wexford,"Irish Rail, Railway Road, Gorey",,0,0,0,2,,22(2),52.671783,-6.292575,24 x 7,,
,,"Amber/Centra Service Station, Rosslare Road,",,,,,,,,,,,,
RoI,Wexford,Killinick,,1,1,1,0,50,50,43,52.25783,-6.456163,24 x 7,
RoI,Wexford,"Barrack Lane, New Ross",,1,1,0,1,50,50,22,52.395284,-6.943578,24 x 7,
RoI,Wexford,"Public Car Park, Off South Street, New Ross",,0,0,0,2,,22(2),52.3928,-6.9452,24 x 7,,
,,"Tesco New Ross, Bosheen St, Portersland, New",,,,,,,,,,,,
RoI,Wexford,Ross,,0,0,0,2,,22(2),52.391141,-6.928163,24 x 7,,
RoI,Wexford,"Abbey Street, Wexford",,0,0,0,2,,22(2),52.340105,-6.463952,24 x 7,,
RoI,Wexford,"Tesco Wexford, Whitewell, Wexford, Wexford",,0,0,0,2,,22(2),52.332114,-6.461069,24 x 7,,
,,"Public Car Park, Off Wellington Place/Redmond",,,,,,,,,,,,
RoI,Wexford,"Place, Wexford Town",,0,0,0,2,,22(2),52.342373,-6.464083,24 x 7,,
,,"Donovan's Wharf Car Park, Harper's Lane,",,,,,,,,,,,,
RoI,Wexford,"Crescent Quay, Wexford Town",,0,0,0,2,,22(2),52.337957,-6.460155,24 x 7,,
RoI,Wexford,"High Street, Wexford Town",,0,0,0,2,,22(2),52.337426,-6.46209,24 x 7,,
RoI,Wicklow,"Riverwalk, Via Upper Main Street, Arklow",,0,0,0,2,,22(2),52.79884,-6.153186,24 x 7,,
,,"Laffins Lane Car Park, Via Lower Main Street or",,,,,,,,,,,,
RoI,Wicklow,"Castle Park, Arklow",,1,1,0,1,50,50,22,52.796732,-6.154016,24 x 7,
,,"Tesco Arklow, Arklow Square, Wexford Rd,",,,,,,,,,,,,
RoI,Wicklow,Arklow,0,0,0,2,,,22(2),52.795185,-6.160669,24 x 7,,
RoI,Wicklow,"Irish Rail, Mary Street, Arklow",0,0,0,2,,,22(2),52.794954,-6.159181,24 x 7,,
RoI,Wicklow,"GAA Car Park, Main Street, Ashford",0,0,0,2,,,22(2),53.011805,-6.108066,24 x 7,,
RoI,Wicklow,"Quinsborough Road, Bray",0,0,0,2,,,22(2),53.204956,-6.103734,24 x 7,,
RoI,Wicklow,"Strand Road, Opp. Sea Life Aquarium, Bray",1,1,0,1,50,50,22,53.203434,-6.098695,24 x 7,,
RoI,Wicklow,"Novara Road, Bray",0,0,0,2,,,22(2),53.202217,-6.107886,24 x 7,,
RoI,Wicklow,"Strand Road, Bray",0,0,0,2,,,22(2),53.198448,-6.09546,24 x 7,,
RoI,Wicklow,"Tesco, Vevay Road, Bray",1,1,1,0,50,50,43,53.19518,-6.108436,24 x 7,,
,,"Tesco Greystones, Kilcoole Rd, Rathdown",,,,,,,,,,,,
RoI,Wicklow,"Lower, Greystones, Greystones",0,0,0,2,,,22(2),53.144827,-6.075772,24 x 7,,
RoI,Wicklow,"Irish Rail Wicklow Train Station, Wicklow",0,0,0,2,,,7(2),52.987948,-6.051879,24 x 7,,
RoI,Wicklow,"Bachelor's Walk, Wicklow",0,0,0,2,,,22(2),52.981676,-6.042404,24 x 7,,
RoI,Wicklow,"Tesco, Glebe Road, Wicklow Town",1,1,1,0,50,50,43,52.983325,-6.051079,24 x 7,,
RoI,Wicklow,"Church Street, Wicklow Town",0,0,0,2,,,22(2),52.981196,-6.044072,24 x 7,,
,,"Public Car Park, Convent Road Kilmantin Hill,",,,,,,,,,,,,
RoI,Wicklow,Wicklow Town,0,0,0,2,,,22(2),52.978236,-6.038787,24 x 7,,
,,"Stormont Hotel, Upper Newtownards Road,",,,,,,,,,,,,
NI,,"Belfast, BT4 3LP",0,0,0,2,,,22(2),54.59371,-5.839133,24 x 7,,
,,"NW Transport Hub, Waterside Link, Derry, BT47",,,,,,,,,,,,
NI,,6AH,0,0,0,4,,,7(4),54.993048,-7.312726,24 x 7,,
,,"Dunsilly Park and Ride, Dunsilly Roundabout,",,,,,,,,,,,,
NI,Antrim,"Antrim, BT41 2JH",0,0,0,2,,,22(2),54.74636,-6.234244,24 x 7,,
,,"Junction One Shopping Centre, Ballymena Road,",,,,,,,,,,,,
NI,Antrim,"Antrim, BT41 4LL",0,0,0,2,,,22(2),54.73014,-6.2305,24 x 7,,
,,Causeway Coast and Glens Borough Council Car,,,,,,,,,,,,
NI,Antrim,"Park, Castle Street, Antrim, BT41 4JE",0,0,0,2,,,22(2),54.717721,-6.220294,24 x 7,,
,,"Antrim Park & Ride, Station Road, Antrim, BT41",,,,,,,,,,,,
NI,Antrim,4AB,0,0,0,2,,,22(2),54.717252,-6.210415,24 x 7,,
,,"Council Car Park, Dublin Road/Bridge Street,",,,,,,,,,,,,
NI,Antrim,"Antrim, BT41 4DA",0,0,0,2,,,22(2),54.712504,-6.218678,24 x 7,,
,,"Crumlin Community Centre, Main Street,",,,,,,,,,,,,
NI,Antrim,"Crumlin, Antrim, BT29 4UR",0,0,0,2,,,22(2),54.62047,-6.2147,24 x 7,,
,,"Car Park, Abbey Lane, Off Linenhall Street,",,,,,,,,,,,,
NI,Antrim,"Armagh, BT61 7DW",0,0,0,2,22(2),54.34658,-6.653094,24 x 7,,,,
,,Causeway Coast and Glens Borough Council Car,,,,,,,,,,,,
NI,Antrim,"Park, Castle Street, Ballycastle, BT64 6AS",0,0,0,2,22(2),55.200932,-6.253492,24 x 7,,,,
,,"Ballygally Castle Hotel, 274 Coast Rd,",,,,,,,,,,,,
NI,Antrim,"Ballygalley, BT40 2QZ",0,0,0,2,22(2),54.899439,-5.861231,24 x 7,,,,
,,,,,,,,,,Mon:09:00-18:00,,,,
,,,,,,,,,,Tue:09:00-17:30,,,,
,,,,,,,,,,Wed:09:00-18:00,,,,
,,,,,,,,,,Thu:09:00-22:00,,,,
,,,,,,,,,,Fri:09:00-21:00,,,,
,,"Fairhill Shopping Centre, Fairhill Lane,",,,,,,,,Sat:09:00-18:00,,,,
NI,Antrim,"Ballymena, BT43 6UF",0,0,0,2,22(2),54.869939,-6.27494,Sun:13:00-18:00,,,,
,,"Ballymena Park and Ride, Galgorm Road,",,,,,,,,,,,,
NI,Antrim,"Ballymena, BT42 1AD",0,0,0,2,22(2),54.864446,-6.284769,24 x 7,,,,
,,"Seven Towers Leisure Centre Car Park, Via A26",,,,,,,,,,,,
NI,Antrim,"Larne Road Link (At KFC), Ballymena, BT43 7BL",0,0,0,2,22(2),54.862323,-6.268294,24 x 7,,,,
,,"Council Car Park, Henry Street (Larne Street),",,,,,,,,,,,,
NI,Antrim,"Ballymena, BT42 3AH",0,0,0,2,22(2),54.860083,-6.277401,24 x 7,,,,
,,"Car Park County Hall, 182 Galgorm Rd,",,,,,,,,,,,,
NI,Antrim,"Ballymena, BT42 1QF",0,0,0,2,22(2),54.857101,-6.308798,24 x 7,,,,
,,"Maxol Centra Antrim Road Filling Station,",,,,,,,,,,,,
NI,Antrim,"Queen Street, Ballymena, BT42 2BJ",2,0,0,100(2),,54.853932,-6.275528,24 x 7,,,,
,,"Ballee Road Park and Share, Ballymena, BT42",,,,,,,,,,,,
NI,Antrim,2HD,0,0,0,2,22(2),54.844648,-6.273606,24 x 7,,,,
NI,Antrim,"Townhead Street, Ballymoney, BT53 6BE",0,0,0,2,22(2),55.071775,-6.519416,24 x 7,,,,
,,"Trolan's Supervalu (Filling Station), Ballymena",,,,,,,,,,,,
NI,Antrim,"Road (B62), Ballymoney, BT53 7AB",0,0,0,2,22(2),55.071061,-6.502612,24 x 7,,,,
,,"Joey Dunlop Leisure Centre, 33 Garryduff Rd,",,,,,,,,,,,,
NI,Antrim,"Ballymoney, BT53 7DB",0,0,0,2,22(2),55.063572,-6.494441,24 x 7,,,,
,,"Fort Service Station, 234 Shore Road, Belfast,",,,,,,,,,,,,
NI,Antrim,BT15 3QB,1,1,0,1,50,50,22,54.629701,-5.922442,24 x 7,,
,,"Eastside Park and Ride, Middlepath Street,",,,,,,,,,,,,
NI,Antrim,"Belfast, BT5 4BG",0,0,0,2,,22(2),,54.600304,-5.912613,24 x 7,,
,,"Central Station Car Park, Mays Meadow, Belfast,",,,,,,,,,,,,
NI,Antrim,BT1 3PB,0,0,0,2,,22(2),,54.595384,-5.915776,24 x 7,,
NI,Antrim,"Adelaide Street, Belfast, BT2 8GB",0,0,0,2,,22(2),,54.594342,-5.928256,24 x 7,,
NI,Antrim,"BCC Car Park, Cromac Street, Belfast, BT2 8JN",0,0,0,2,,22(2),,54.594109,-5.924292,24 x 7,,
,,"BCC Car Park, Hope Street North/Bruce Street,",,,,,,,,,,,,
NI,Antrim,"Belfast, BT12 5EE",0,0,0,2,,22(2),,54.593482,-5.935689,24 x 7,,
,,"BCC Car Park, Little Victoria Street, Belfast, BT2",,,,,,,,,,,,
NI,Antrim,7JH,0,0,0,2,,22(2),,54.592703,-5.93343,24 x 7,,
NI,Antrim,"Lower Crescent, Belfast, BT7 1NR",0,0,0,2,,22(2),,54.587893,-5.934377,24 x 7,,
,,"Sainsbury's Car Park, 28 Kennedy Centre, Falls",,,,,,,,,,,,
NI,Antrim,"Rd, Belfast, BT11 9AE",0,0,0,2,,22(2),,54.582154,-5.979438,24 x 7,,
,,"Lisnasharragh Leisure Centre, Montgomery Rd,",,,,,,,,,,,,
NI,Antrim,"Castlereagh, Belfast, BT6 9HS",0,0,0,2,,22(2),,54.5774,-5.88767,24 x 7,,
,,,,,,,,,,,,Mon:09:00-21:00,,
,,,,,,,,,,,,Tue:09:00-21:00,,
,,,,,,,,,,,,Wed:09:00-21:00,,
,,,,,,,,,,,,Thu:09:00-21:00,,
,,,,,,,,,,,,Fri:09:00-21:00,,
,,,,,,,,,,,,Sat:09:00-21:00,,
NI,Antrim,"Shane Retail Park, Boucher Road, Belfast, BT12",1,1,0,1,50,50,22,54.572268,-5.97053,Sun:13:00-17:00,,
,,"Cairnshill Park and Ride, Saintfield",,,,,,,,,,,,
NI,Antrim,"Road/Purdysburn Road, Belfast, BT8 6RG",0,0,0,2,,22(2),,54.546408,-5.905207,24 x 7,,
,,"Car Park opposite The Bushmills Inn, Main",,,,,,,,,,,,
NI,Antrim,"Street, Bushmills, BT57 8QB",0,0,0,2,,22(2),,55.207426,-6.523373,24 x 7,,
,,"Spar car park , Havelock Place, Carnlough, BT44",,,,,,,,,,,,
NI,Antrim,0EU,0,0,0,2,,22(2),,54.994168,-5.98955,24 x 7,,
,,"Council Public Car Park, Beverley Road,",,,,,,,,,,,,
NI,Antrim,"Carnmoney, BT36 6QD",0,0,0,2,,22(2),,54.68885,-5.948989,24 x 7,,
,,"Carrickfergus Station Park and Ride, Victoria",,,,,,,,,,,,
NI,Antrim,"Street, Carrickfergus, BT38 8AQ",0,0,0,2,,22(2),,54.717053,-5.810334,24 x 7,,
,,"BCC Car Park, Glenburn Road, Dunmurry, BT17",,,,,,,,,,,,
NI,Antrim,9AQ,0,0,0,2,,22(2),,54.550341,-6.005085,24 x 7,,
NI,Antrim,"New Road (A2 Coast Road), Glenarm, BT44 0AA",0,0,0,2,,22(2),,54.968494,-5.950874,24 x 7,,
,,"Jordanstown Train Station Park & Ride, Lynda",,,,,,,,,,,,
NI,Antrim,"Avenue, Jordanstown, BT37 0NX",0,0,0,2,,22(2),,54.687176,-5.897521,24 x 7,,
,,"Larne Leisure Centre, 28 Tower Rd, Larne, BT40",,,,,,,,,,,,
NI,Antrim,1AB,0,0,0,2,,22(2),,54.855201,-5.803055,24 x 7,,
NI,Antrim,"Agnew Street, Larne, BT40 1RF",0,0,0,2,,22(2),,54.852279,-5.815372,24 x 7,,
NI,Antrim,"Riverdale, Off High Street, Larne, BT40 1LB",0,0,0,2,,22(2),,54.85092,-5.824385,24 x 7,,
NI,Antrim,"Narrow Gauge/Circular Road, Larne, BT40 1XB",0,0,0,2,,22(2),,54.85006,-5.818284,24 x 7,,
,,"Port Stop Circle K Service Station, Redlands",,,,,,,,,,,,
NI,Antrim,"Road, Larne, BT40 1AY",0,1,0,1,,50,22,54.846012,-5.807106,24 x 7,,
,,"Lisburn and Castlereagh City Council Car Park,",,,,,,,,,,,,
NI,Antrim,"Benson Street, Lisburn, BT28 2AA",0,0,0,2,,22(2),,54.5137,-6.0538,24 x 7,,
,,"Sixmile Leisure Centre, Off Ballynure Road,",,,,,,,,,,,,
NI,Antrim,"Ballyclare, Newtownabbey, BT39 9YU",0,0,0,2,,22(2),,54.752969,-5.997569,24 x 7,,
,,"Council Car Park, Harrier Way, Ballyclare,",,,,,,,,,,,,
NI,Antrim,"Newtownabbey, BT39 9AA",0,0,0,2,,22(2),,54.750814,-5.999819,24 x 7,,
,,"Mossley West Park and Ride, The Glade /",,,,,,,,,,,,
,,"Carnmoney Road North, Newtownabbey, BT36",,,,,,,,,,,,
NI,Antrim,5NN,0,0,0,2,,22(2),,54.696594,-5.951624,24 x 7,,
,,"Applegreen Templepatrick Services, M2 N/W-",,,,,,,,,,,,
NI,Antrim,"bound, Newtownabbey, BT364RN",1,1,0,1,50,50,22,54.69481,-6.018397,24 x 7,M2 M2,
,,"Council Car Park, Farmley Road, Glengormley,",,,,,,,,,,,,
NI,Antrim,"Newtownabbey, BT36 7TY",0,0,0,2,,22(2),,54.66953,-5.95782,24 x 7,,
,,"The Valley Leisure Centre, Church Road,",,,,,,,,,,,,
NI,Antrim,"Newtownabbey, BT36 7LJ",0,0,0,2,,22(2),,54.661953,-5.930754,24 x 7,,
,,Causeway Coast and Glens Borough Council Car,,,,,,,,,,,,
,,"Park, Lower Lansdowne Road/ Bath Road,",,,,,,,,,,,,
NI,Antrim,"Portrush, BT56 8AY",0,0,0,2,,22(2),,55.20941,-6.65513,24 x 7,,
,,Causeway Coast and Glens Borough Council Car,,,,,,,,,,,,
NI,Antrim,"Park, Dunluce Avenue, Portrush, BT56 8DW",0,0,0,2,,22(2),,55.202916,-6.651237,24 x 7,,
,,"Portrush Service Station, 185 Bushmills Road,",,,,,,,,,,,,
NI,Antrim,"Portrush, Co. Antrim, BT56 8JE",1,1,0,1,50,50,22,55.20171,-6.645793,24 x 7,,
,,Portglenone Road (Opposite Presbyterian,,,,,,,,,,,,
NI,Antrim,"Church, Randalstown, BT41 3EH",0,0,0,2,,22(2),,54.751025,-6.323984,24 x 7,,
,,"Hilton Templepatrick Castle Upton Estate,",,,,,,,,,,,,
NI,Antrim,"Paradise Walk, Templepatrick, BT39 0DD",0,0,0,2,,22(2),,54.710224,-6.093044,24 x 7,,
,,"Templepatrick Park and Ride, A6 Belfast",,,,,,,,,,,,
NI,Antrim,"Rd/Paradise Walk, Templepatrick, BT39 0DD",0,0,0,2,,22(2),,54.705215,-6.089323,24 x 7,,
,,"Park And Ride, Moneynick Road (B18), Toome",,,,,,,,,,,,
NI,Antrim,"Bypass, Toomebridge, BT49 3QP",0,0,0,2,,22(2),,54.749279,-6.44828,24 x 7,,
,,"Recreation Centre Car Park, 20 Cathedral Road,",,,,,,,,,,,,
NI,Armagh,"Armagh, BT61 7QX",0,0,0,2,,22(2),,54.350942,-6.660039,24 x 7,,
,,"Public Parking, Palace Demense Park (A3), Off",,,,,,,,,,,,
NI,Armagh,"Friary Road (A3), Armagh, BT60 4EL",0,0,0,2,,22(2),,54.340366,-6.65215,24 x 7,,
,,"Lough Neagh Discovery Centre, B76 (M1 Exit",,,,,,,,,,,,
NI,Armagh,"10), Lurgan, Craigavon, BT66 6NJ",0,0,0,2,,22(2),,54.496159,-6.384416,24 x 7,M1 M1,
,,"Craigavon Leisure Centre/Community Hub,",,,,,,,,,,,,
NI,Armagh,"Brownlow Rd, Craigavon, BT65 5DL",0,0,0,2,,22(2),,54.445926,-6.364334,24 x 7,,
,,"Lurgan Park & Ride, Lough Road, Lurgan, BT66",,,,,,,,,,,,
NI,Armagh,6JB,0,0,0,2,,22(2),,54.482015,-6.354253,24 x 7,,
,,"Council Car Park, Magowan Buildings,",,,,,,,,,,,,
NI,Armagh,"Woodhouse Street, Portadown, BT62 1JG",0,0,0,2,,22(2),,54.423635,-6.446591,24 x 7,,
,,"McDonalds Car Park, Meadow Lane East,",,,,,,,,,,,,
NI,Armagh,"Portadown, BT62 3TN",0,0,0,2,,22(2),,54.422202,-6.44002,24 x 7,,
,,"Council Car Park, Fair Green, Duke Street,",,,,,,,,,,,,
NI,Armagh,"Portadown, BT62 3PF",0,0,0,2,,22(2),,54.420878,-6.447472,24 x 7,,
NI,Armagh,"Market Street, Tandragee, BT62 2BW",0,0,0,2,,22(2),,54.352986,-6.412773,24 x 7,,
NI,Derry,"Carlisle Road, Derry City, BT48 6JW",0,0,0,2,,,22(2),54.993202,-7.319396,24 x 7,,
,,"Benone Tourist Complex, 53 Benone Ave,",,,,,,,,,,,,
NI,Derry/Londonderry,"Benone, BT49 0LQ",0,0,0,2,,,22(2),55.163904,-6.871463,24 x 7,,
,,"Park and Ride, Castledawson Road (A31),",,,,,,,,,,,,
NI,Derry/Londonderry,"Castledawson, BT49 0NW",0,0,0,2,,,22(2),54.770986,-6.57608,24 x 7,,
,,"Council Car Park, Union Street, Central",,,,,,,,,,,,
NI,Derry/Londonderry,"Magherafelt, BT45 6DF",0,0,0,2,,,22(2),54.756443,-6.610751,24 x 7,,
,,"Coleraine Park and Ride, Railway Place,",,,,,,,,,,,,
NI,Derry/Londonderry,"Coleraine, BT52 1PQ",0,0,0,2,,,22(2),55.133625,-6.663814,24 x 7,,
,,Causeway Coast and Glens Borough Council Car,,,,,,,,,,,,
,,"Park, Waterside Lane, Off Castlerock",,,,,,,,,,,,
NI,Derry/Londonderry,"Street/Waterside (A2), Coleraine, BT51 3DP",0,0,0,2,,,22(2),55.132465,-6.676898,24 x 7,,
,,"Brunswick Moviebowl, Brunswick Lane,",,,,,,,,,,,,
NI,Derry/Londonderry,"Pennyburn Industrial Estate, Derry, BT48 0LU",0,0,0,2,,,22(2),55.013489,-7.320488,24 x 7,,
,,"Public Car Park, Chapel Road, Dungiven, BT47",,,,,,,,,,,,
NI,Derry/Londonderry,4RT,0,0,0,2,,,22(2),54.919368,-6.915843,24 x 7,,
NI,"Derry/LondonderryChurch Street, Kilrea, BT51 5QU",,0,0,0,2,,,22(2),54.95111,-6.555297,24 x 7,,
